"","PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","DBPR_SCHEDULE_CAT_CODE","CDS_ID","GW_SW_CODE","LT2_SCHEDULE_CAT_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","POP_CAT_2_CODE","POP_CAT_3_CODE","POP_CAT_4_CODE","POP_CAT_5_CODE","POP_CAT_11_CODE","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","ADMIN_NAME","EMAIL_ADDR","PHONE_NUMBER","PHONE_EXT_NUMBER","FAX_NUMBER","ALT_PHONE_NUMBER","ADDRESS_LINE1","ADDRESS_LINE2","CITY_NAME","ZIP_CODE","COUNTRY_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED"
"3382","TX1290002","CITY OF FORNEY","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",16800,2,2,2,4,6,"State","SWP","Y","N","N",6077,"Y","ROZELL, DARREN","ROZELL, DARREN",NA,"972-564-7300",NA,NA,NA,"PO BOX 826",NA,"FORNEY","75126-0826","US","TX","N",NA,NA,NA,"Not Reported","Kaufman"
"3383","TX1290005","CITY OF MABANK","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",10482,2,2,2,4,6,"State","SW","Y","Y","N",3784,"Y","NORMAN, JEFF","NORMAN, JEFF",NA,"903-887-3241",NA,NA,NA,"PO BOX 293",NA,"MABANK","75147-0293","US","TX","Y","31-AUG-02",NA,NA,"Not Reported","Kaufman"
"3384","TX1290006","CITY OF TERRELL","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",17665,2,2,2,4,6,"State","SWP","Y","Y","N",14319,"Y","ORY, D, J","ORY, D, J",NA,"972-551-6636",NA,NA,NA,"PO BOX 310",NA,"TERRELL","75160-0006","US","TX","Y","31-AUG-06",NA,NA,"Not Reported","Kaufman"
"3385","TX1300001","CITY OF BOERNE","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",14044,2,2,2,4,6,"State","SW","Y","N","N",6234,"Y","SCHULTZ, MIKE","SCHULTZ, MIKE",NA,"830-249-9511",NA,"830-249-9264",NA,"PO BOX 1677",NA,"BOERNE","78006-6677","US","TX","N",NA,NA,NA,"Not Reported","Kendall"
"3386","TX1330001","CITY OF KERRVILLE","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",22907,2,2,2,4,6,"State","SW","Y","N","N",10058,"Y","PRATT, JACK","PRATT, JACK",NA,"830-257-8000",NA,NA,NA,"701 MAIN ST",NA,"KERRVILLE","78028-5301","US","TX","N",NA,NA,NA,"Not Reported","Kerr"
"3387","TX1370001","CITY OF KINGSVILLE","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",26213,2,2,2,4,6,"State","SWP","Y","N","N",10227,"Y","FUGATE, SAM","FUGATE, SAM",NA,"361-595-8022",NA,"361-595-8042",NA,"PO BOX 1458",NA,"KINGSVILLE","78364-1458","US","TX","N",NA,NA,NA,"Not Reported","Kleberg"
"3388","TX1390002","CITY OF PARIS","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",30993,2,2,2,4,6,"State","SW","Y","Y","N",24149,"Y","HASHMI, ARJUMAND","HASHMI, ARJUMAND","ahashmi@paristexas.gov","903-785-8519",NA,NA,NA,"PO BOX 9037",NA,"PARIS","75461-9037","US","TX","N",NA,NA,NA,"Not Reported","Lamar"
"3389","TX1390015","LAMAR COUNTY WATER SUPPLY DISTRICT","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",22269,2,2,2,4,6,"State","SWP","Y","Y","N",11339,"Y","DRAKE, RICHARD","DRAKE, RICHARD",NA,"903-785-5586",NA,NA,NA,"38 1ST ST NW",NA,"PARIS","75460-4103","US","TX","N",NA,NA,NA,"Not Reported","Lamar"
"3390","TX1410028","KEMPNER WSC","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",15143,2,2,2,4,6,"State","SW","Y","N","N",10193,"Y","CRAFT, VANITA","CRAFT, VANITA",NA,"254-547-9430",NA,NA,NA,"PO BOX 103",NA,"KEMPNER","76539-0103","US","TX","Y","31-MAR-04",NA,NA,"Not Reported","Lampasas"
"3391","TX1440005","LEE COUNTY WSC","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",11289,2,2,2,4,6,"State","GW","Y","Y","N",3827,"Y","GREEN, STEVEN, J","GREEN, STEVEN, J",NA,"979-542-6213",NA,NA,NA,"PO BOX 8",NA,"GIDDINGS","78942-0008","US","TX","N",NA,NA,NA,"Not Reported","Lee"
"3392","TX1460003","CITY OF LIBERTY","Y","TX","06",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"L",10389,2,2,2,4,6,"State","GW","Y","N","N",3463,"Y","PICKETT, CARL","PICKETT, CARL",NA,"936-336-3684",NA,NA,NA,"1829 SAM HOUSTON ST",NA,"LIBERTY","77575-4742","US","TX","N",NA,NA,NA,"Not Reported","Liberty"
"3393","TX1520002","LUBBOCK PUBLIC WATER SYSTEM","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",235398,2,3,4,5,8,"State","SW","Y","Y","N",86003,"Y","ROBERTSON, GLEN, C","ROBERTSON, GLEN, C",NA,"806-775-2010",NA,"806-775-3335",NA,"PO BOX 2000",NA,"LUBBOCK","79408-2000","US","TX","Y","29-FEB-96",NA,NA,"Not Reported","Lubbock"
"3394","TX1550001","CITY OF BELLMEAD","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",10908,2,2,2,4,6,"State","SWP","Y","N","N",3636,"Y","MOORE, GARY","MOORE, GARY",NA,"254-799-2436",NA,NA,NA,"3015 BELLMEAD DR",NA,"BELLMEAD","76705-3030","US","TX","N",NA,NA,NA,"Not Reported","McLennan"
"3395","TX1550008","CITY OF WACO","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",127003,2,3,4,5,8,"State","SW","Y","Y","N",75613,"Y","DUNCAN, MALCOLM","DUNCAN, MALCOLM","wacomayor@waco-texas.com","254-750-5724",NA,NA,NA,"PO BOX 2570",NA,"WACO","76702-2570","US","TX","N",NA,NA,NA,"Not Reported","McLennan"
"3396","TX1550010","CITY OF ROBINSON","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",10509,2,2,2,4,6,"State","SW","Y","N","N",4462,"Y","FERGUSON, BRYAN","FERGUSON, BRYAN",NA,"254-662-1035",NA,NA,NA,"111 W LYNDALE AVE",NA,"ROBINSON","76706-5619","US","TX","N",NA,NA,NA,"Not Reported","McLennan"
"3397","TX1550031","CITY OF HEWITT","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",17310,2,2,2,4,6,"State","SWP","Y","N","N",5770,"Y","WACHTENDORF, WILBERT","WACHTENDORF, WILBERT",NA,"254-666-6171",NA,NA,NA,"PO BOX 610",NA,"HEWITT","76643-0610","US","TX","N",NA,NA,NA,"Not Reported","McLennan"
"3398","TX1550048","CITY OF WOODWAY","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",11667,2,2,2,4,6,"State","SWP","Y","N","N",3889,"Y","BAKER, DONALD, J","BAKER, DONALD, J",NA,"254-772-4480",NA,"254-772-0695",NA,"922 ESTATES DR",NA,"WOODWAY","76712-3432","US","TX","Y","15-SEP-10",NA,NA,"Not Reported","McLennan"
"3399","TX1610001","CITY OF BAY CITY","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",17614,2,2,2,4,6,"State","GW","Y","N","N",6780,"Y","BRICKER, MARK","BRICKER, MARK",NA,"979-245-2137",NA,NA,NA,"1901 5TH ST",NA,"BAY CITY","77414-6143","US","TX","Y","31-AUG-15",NA,NA,"Not Reported","Matagorda"
"3400","TX1620001","CITY OF EAGLE PASS","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",46920,2,2,2,4,6,"State","SW","Y","Y","N",15640,"Y","ZAPATA, HUGO","ZAPATA, HUGO",NA,"830-773-2351",NA,NA,NA,"PO BOX 808",NA,"EAGLE PASS","78853-0808","US","TX","Y","31-AUG-13",NA,NA,"Not Reported","Maverick"
"3401","TX1630002","CITY OF HONDO","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",11298,2,2,2,4,6,"State","GW","Y","N","N",3766,"Y","DANNER, JAMES, W","DANNER, JAMES, W",NA,"830-426-2125",NA,"830-741-2188",NA,"1600 AVENUE M",NA,"HONDO","78861-1756","US","TX","N",NA,NA,NA,"Not Reported","Medina"
"3402","TX1630034","BENTON CITY WSC","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",17292,2,2,2,4,6,"State","GW","Y","N","N",5764,"Y","MASK, KYE","MASK, KYE",NA,"830-709-3254",NA,"830-709-0730",NA,"980 FM 3175",NA,"LYTLE","78052-3797","US","TX","Y","15-SEP-10",NA,NA,"Not Reported","Medina"
"3403","TX1650001","CITY OF MIDLAND WATER PURIFICATION PLANT","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",119385,2,3,4,5,8,"State","SW","Y","N","N",67946,"Y","MORALES, JERRY","MORALES, JERRY",NA,"432-685-7200",NA,NA,NA,"PO BOX 1152",NA,"MIDLAND","79702-1152","US","TX","Y","31-JUL-03",NA,NA,"Not Reported","Midland"
"3404","TX1700001","CITY OF CONROE","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",71592,2,3,3,4,7,"State","SWP","Y","N","N",25455,"Y","MELDER, WEBB, K","MELDER, WEBB, K","wmilder@cityofconroe.org","936-522-3001",NA,"936-522-3009",NA,"PO BOX 3066",NA,"CONROE","77305-3066","US","TX","N",NA,NA,NA,"Not Reported","Montgomery"
"3405","TX1700068","PORTER SUD","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",15892,2,2,2,4,6,"State","GW","Y","Y","N",6431,"Y","REICHERT, VERN FRANKLIN","REICHERT, VERN FRANKLIN",NA,"281-354-5922",NA,"281-354-5050",NA,"22162 WATERWELL RD",NA,"PORTER","77365-5381","US","TX","N",NA,NA,NA,"Not Reported","Montgomery"
"3406","TX1700073","SOUTHERN MONTGOMERY COUNTY MUD","Y","TX","06",NA,NA,"A",NA,"CWS","4",NA,"SW",NA,"L",13272,2,2,2,4,6,"State","SWP","Y","N","N",4424,"Y","HARRISON, BRUCE","HARRISON, BRUCE",NA,"281-367-5383",NA,"281-298-1657",NA,"2727 ALLEN PKWY STE 1100",NA,"HOUSTON","77019-2191","US","TX","N",NA,NA,NA,"Not Reported","Montgomery"
"3407","TX1700101","NEW CANEY MUD","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",11130,2,2,2,4,6,"State","GW","Y","Y","N",3790,"Y","SMITH, BILL","SMITH, BILL",NA,"281-689-2327",NA,NA,NA,"PO BOX 1799",NA,"NEW CANEY","77357-1799","US","TX","N",NA,NA,NA,"Not Reported","Montgomery"
"3408","TX1700169","MONTGOMERY COUNTY MUD 7","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",11918,2,2,2,4,6,"State","SWP","Y","N","N",4120,"Y","WEIR, DAVE","WEIR, DAVE",NA,"281-367-1271",NA,"281-367-6516",NA,"1300 POST OAK BLVD STE 1400",NA,"HOUSTON","77056-3078","US","TX","N",NA,NA,NA,"Not Reported","Montgomery"
"3409","TX1700334","RAYFORD ROAD MUD","Y","TX","06",NA,NA,"A",NA,"CWS","4",NA,"SW",NA,"L",11151,2,2,2,4,6,"State","SWP","Y","N","N",3717,"Y","VALLERY, JON","VALLERY, JON","lwright@municipalops.com","713-652-6500",NA,NA,NA,"2727 ALLEN PKWY STE 1100",NA,"HOUSTON","77019-2191","US","TX","N",NA,NA,NA,"Not Reported","Montgomery"
"3410","TX1700348","MONTGOMERY COUNTY MUD 46","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",17463,2,2,2,4,6,"State","SWP","Y","N","N",8973,"Y","VONDERAU, MARK, E","VONDERAU, MARK, E",NA,"281-367-1271",NA,NA,NA,"PO BOX 7537",NA,"THE WOODLANDS","77387-7537","US","TX","N",NA,NA,NA,"Not Reported","Montgomery"
"3411","TX1700458","MONTGOMERY COUNTY MUD 47","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",25600,2,2,2,4,6,"State","SWP","Y","N","N",7975,"Y","PICONE, CARMEN, BIFF","PICONE, CARMEN, BIFF",NA,"281-363-1253",NA,NA,NA,"1300 POST OAK BLVD STE 1400",NA,"HOUSTON","77056-3078","US","TX","N",NA,NA,NA,"Not Reported","Montgomery"
"3412","TX1700470","MONTGOMERY COUNTY MUD 60","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",10654,2,2,2,4,6,"State","SWP","Y","N","N",4755,"Y","TOMCHESSON, ALBERT","TOMCHESSON, ALBERT",NA,"281-367-1271",NA,"281-367-6516",NA,"1300 POST OAK BLVD STE 1400",NA,"HOUSTON","77056-3078","US","TX","N",NA,NA,NA,"Not Reported","Montgomery"
"3413","TX1700638","MONTGOMERY TRACE WATER SYSTEM","Y","TX","06",NA,NA,"A",NA,"CWS","4",NA,"SW",NA,"P",12180,2,2,2,4,6,"State","SWP","Y","N","N",4060,"Y","KELTON, KERRY","KELTON, KERRY",NA,"936-825-5100",NA,NA,NA,"PO BOX 970",NA,"NAVASOTA","77868-0970","US","TX","Y","15-SEP-10",NA,NA,"Not Reported","Montgomery"
"3414","TX1710001","CITY OF DUMAS","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",14985,2,2,2,4,6,"State","GW","Y","Y","N",5485,"Y","SIMS, PAT, L","SIMS, PAT, L",NA,"806-935-4101",NA,NA,NA,"PO BOX 438",NA,"DUMAS","79029-0438","US","TX","Y","31-DEC-88",NA,NA,"Not Reported","Moore"
"3415","TX1740003","CITY OF NACOGDOCHES","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",33687,2,2,2,4,6,"State","SW","Y","N","N",19168,"Y","VAN HORN, ROGER","VAN HORN, ROGER",NA,"936-564-5046",NA,NA,NA,"PO BOX 635030",NA,"NACOGDOCHES","75963-5030","US","TX","Y","31-MAR-04",NA,NA,"Not Reported","Nacogdoches"
"3416","TX1750002","CITY OF CORSICANA","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",26531,2,2,2,4,6,"State","SW","Y","Y","N",26222,"Y","MCCLANAHAN, CHUCK","MCCLANAHAN, CHUCK",NA,"903-654-4800",NA,NA,NA,"200 N 12TH ST",NA,"CORSICANA","75110-4616","US","TX","Y","31-DEC-05",NA,NA,"Not Reported","Navarro"
"3417","TX1770002","CITY OF SWEETWATER","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",12148,2,2,2,4,6,"State","SW","Y","Y","N",6126,"Y","MCKENZIE, JIM","MCKENZIE, JIM",NA,"325-236-6316",NA,NA,NA,"PO BOX 450",NA,"SWEETWATER","79556-0450","US","TX","Y","31-JUL-03",NA,NA,"Not Reported","Nolan"
"3418","TX1780003","CITY OF CORPUS CHRISTI","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",316381,2,3,4,5,9,"State","SW","Y","Y","N",104633,"Y","MARTINEZ, NELDA","MARTINEZ, NELDA",NA,"361-826-2489",NA,"361-826-3113",NA,"PO BOX 9277",NA,"CORPUS CHRISTI","78469-9277","US","TX","N",NA,NA,NA,"Not Reported","Nueces"
"3419","TX1780005","NUECES COUNTY WCID 3","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",14607,2,2,2,4,6,"State","SW","Y","Y","N",5719,"Y","NEMECK, RONALD","NEMECK, RONALD",NA,"361-387-4549",NA,NA,NA,"PO BOX 1147",NA,"ROBSTOWN","78380-1147","US","TX","N",NA,NA,NA,"Not Reported","Nueces"
"3420","TX1780006","NUECES COUNTY WCID 4","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",10383,2,2,2,4,6,"State","SWP","Y","N","N",3461,"Y","MIGET, RUSSELL, J","MIGET, RUSSELL, J",NA,"361-749-5201",NA,NA,NA,"315 S 9TH ST",NA,"PORT ARANSAS","78373-5207","US","TX","N",NA,NA,NA,"Not Reported","Nueces"
"3421","TX1780017","CORPUS CHRISTI NAVAL AIR STATION","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"F",10464,2,2,2,4,6,"State","SWP","Y","N","N",970,"Y","BROOKS, AMANDA","BROOKS, AMANDA",NA,"361-961-3665",NA,NA,NA,"8851 OCEAN DR BLDG 19",NA,"CORPUS CHRISTI","78419-5202","US","TX","N",NA,NA,NA,"Not Reported","Nueces"
"3422","TX1810004","CITY OF ORANGE","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",18922,2,2,2,4,6,"State","GW","Y","N","N",8838,"Y","SIMS, JIMMY","SIMS, JIMMY",NA,"409-883-1900",NA,"409-883-1914",NA,"PO BOX 520",NA,"ORANGE","77631-0520","US","TX","Y","30-JUN-93",NA,NA,"Not Reported","Orange"
"3423","TX1810005","ORANGE COUNTY WCID 1","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",17681,2,2,2,4,6,"State","GW","Y","N","N",6774,"Y","VIATOR, ROBERT","VIATOR, ROBERT",NA,"409-769-2669",NA,NA,NA,"460 E BOLIVAR ST",NA,"VIDOR","77662-5052","US","TX","N",NA,NA,NA,"Not Reported","Orange"
"3424","TX1820001","CITY OF MINERAL WELLS","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",16800,2,2,2,4,6,"State","SW","Y","Y","N",11341,"Y","ALLEN, MIKE, W","ALLEN, MIKE, W",NA,"940-328-7700",NA,"940-328-7868",NA,"PO BOX 460",NA,"MINERAL WELLS","76068-0460","US","TX","N",NA,NA,NA,"Not Reported","Palo Pinto"
"3425","TX1840005","CITY OF WEATHERFORD","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",25250,2,2,2,4,6,"State","SW","Y","Y","N",11677,"Y","SWANCY, CRAIG","SWANCY, CRAIG",NA,"817-598-4201",NA,"817-598-4294",NA,"PO BOX 255",NA,"WEATHERFORD","76086-0255","US","TX","N",NA,NA,NA,"Not Reported","Parker"
"3426","TX1840008","WALNUT CREEK SUD","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",18528,2,2,2,4,6,"State","SW","Y","Y","N",9458,"Y","HARRIS, B W","HARRIS, B W",NA,"817-220-7707",NA,NA,NA,"PO BOX 657",NA,"SPRINGTOWN","76082-0657","US","TX","N",NA,NA,NA,"Not Reported","Parker"
"3427","TX1840117","TRINITY MEADOWS RACEWAY","N","TX","06","01-01","12-31","I","01-DEC-91","TNCWS",NA,NA,"GW",NA,"P",15000,2,2,2,4,6,"State","GW","N","N","N",15,"Y",NA,"TRINITY MEADOWS RACEWAY",NA,NA,NA,NA,NA,NA,"PO BOX 1269","WILLOW PARK","76086","US","TX",NA,NA,NA,NA,"Not Reported","Parker"
"3428","TX1870002","CITY OF LIVINGSTON","Y","TX","06",NA,NA,"A",NA,"CWS","4",NA,"SW",NA,"L",12726,2,2,2,4,6,"State","SWP","Y","N","N",4242,"Y","EVANS, CLARKE","EVANS, CLARKE",NA,"936-327-4311",NA,NA,NA,"200 W CHURCH ST",NA,"LIVINGSTON","77351-3213","US","TX","N",NA,NA,NA,"Not Reported","Polk"
"3429","TX1880001","AMARILLO MUNICIPAL WATER SYSTEM","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",196429,2,3,4,5,8,"State","SW","Y","Y","N",74656,"Y","HARPOLE, PAUL","HARPOLE, PAUL",NA,"806-378-3000",NA,NA,NA,"3701 S OSAGE ST",NA,"AMARILLO","79118-7705","US","TX","Y","31-AUG-92",NA,NA,"Not Reported","Potter"
"3430","TX1910001","CANYON MUNICIPAL WATER SYSTEM","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",13300,2,2,2,4,6,"State","SWP","Y","N","N",5000,"Y","ALEXANDER, QUINN","ALEXANDER, QUINN",NA,"806-655-5011",NA,"806-655-5044",NA,"301 16TH ST",NA,"CANYON","79015-2833","US","TX","Y","31-AUG-92",NA,NA,"Not Reported","Randall"
"3431","TX1990001","CITY OF ROCKWALL","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",40620,2,2,2,4,6,"State","SWP","Y","Y","N",20432,"Y","PRUITT, JIM","PRUITT, JIM",NA,"972-771-7700",NA,"972-771-7727",NA,"385 S GOLIAD ST",NA,"ROCKWALL","75087-3737","US","TX","N",NA,NA,NA,"Not Reported","Rockwall"
"3432","TX1990002","CITY OF ROYSE CITY","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",11988,2,2,2,4,6,"State","SWP","Y","Y","N",5937,"Y","BALEY, JERRELL","BALEY, JERRELL",NA,"972-636-2250",NA,NA,NA,"PO BOX 638",NA,"ROYSE CITY","75189-0638","US","TX","N",NA,NA,NA,"Not Reported","Rockwall"
"3433","TX1990006","CITY OF FATE","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",11200,2,2,2,4,6,"State","SWP","Y","N","N",3536,"Y","MEGYESI, LORNE","MEGYESI, LORNE",NA,"972-771-4601",NA,NA,NA,"PO BOX 159",NA,"FATE","75132-0159","US","TX","N",NA,NA,NA,"Not Reported","Rockwall"
"3434","TX2010001","CITY OF HENDERSON","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",13712,2,2,2,4,6,"State","SW","Y","Y","N",5288,"Y","BRACK, PATRICIA","BRACK, PATRICIA",NA,"903-657-6551",NA,"903-657-7327",NA,"400 W MAIN ST",NA,"HENDERSON","75652-3019","US","TX","N",NA,NA,NA,"Not Reported","Rusk"
"3435","TX2050005","CITY OF PORTLAND","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",19186,2,2,2,4,6,"State","SWP","Y","N","N",7961,"Y","KREBS, DAVID","KREBS, DAVID",NA,"361-777-2943",NA,NA,NA,"1900 BILLY G WEBB",NA,"PORTLAND","78374-3705","US","TX","N",NA,NA,NA,"Not Reported","San Patricio"
"3436","TX2080001","CITY OF SNYDER","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",10565,2,2,2,4,6,"State","SW","Y","Y","N",5913,"Y","MARTIN, TERRY","MARTIN, TERRY",NA,"325-573-4957",NA,"325-573-7505",NA,"PO BOX 1341",NA,"SNYDER","79550-1341","US","TX","N",NA,NA,NA,"Not Reported","Scurry"
"3437","TX2120004","CITY OF TYLER","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",109242,2,3,4,5,8,"State","SW","Y","Y","N",41634,"Y","HEINES, MARTIN","HEINES, MARTIN",NA,"903-531-1253",NA,"903-531-1166",NA,"PO BOX 2039",NA,"TYLER","75710-2039","US","TX","Y","31-AUG-05",NA,NA,"Not Reported","Smith"
"3438","TX2120017","LINDALE RURAL WSC","Y","TX","06",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"L",12315,2,2,2,4,6,"State","GW","Y","N","N",4105,"Y","KLING, PAUL","KLING, PAUL",NA,"903-882-3335",NA,NA,NA,"PO BOX 756",NA,"LINDALE","75771-0756","US","TX","N",NA,NA,NA,"Not Reported","Smith"
"3439","TX2120063","SOUTHERN UTILITIES","Y","TX","06",NA,NA,"A",NA,"CWS","2",NA,"GW",NA,"P",59154,2,3,3,4,7,"State","GW","Y","N","N",19718,"Y","WISENBAKER, ROYCE, E","WISENBAKER, ROYCE, E",NA,"903-566-3511",NA,NA,NA,"218 N BROADWAY AVE",NA,"TYLER","75702-5707","US","TX","N",NA,NA,NA,"Not Reported","Smith"
"3440","TX2140007","CITY OF ROMA","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",18903,2,2,2,4,6,"State","SW","Y","N","N",6390,"Y","GUERRA, JOSE, ALFREDO","GUERRA, JOSE, ALFREDO",NA,"956-849-1411",NA,NA,NA,"PO BOX 947",NA,"ROMA","78584-0947","US","TX","N",NA,NA,NA,"Not Reported","Starr"
"3441","TX2140018","CITY OF RIO GRANDE CITY","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",17613,2,2,2,4,6,"State","SW","Y","Y","N",6904,"Y","VILLARREAL, JOEL","VILLARREAL, JOEL",NA,"956-487-0672",NA,NA,NA,"5332 E US HIGHWAY 83",NA,"RIO GRANDE CITY","78582-9460","US","TX","N",NA,NA,NA,"Not Reported","Starr"
"3442","TX2200001","CITY OF ARLINGTON","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",379370,2,3,4,5,9,"State","SW","Y","N","N",150386,"Y","WILLIAMS, W. JEFF","WILLIAMS, W. JEFF",NA,"817-459-6122",NA,NA,NA,"PO BOX 90231","MS 01-0310","ARLINGTON","76004-3231","US","TX","Y","31-AUG-02",NA,NA,"Not Reported","Tarrant"
"3443","TX2200002","CITY OF AZLE","Y","TX","06",NA,NA,"A",NA,"CWS","3",NA,"SW",NA,"L",14745,2,2,2,4,6,"State","SW","Y","Y","N",6115,"Y","BRUNDRETT, ALAN","BRUNDRETT, ALAN",NA,"817-800-5199",NA,NA,NA,"613 SOUTHEAST PKWY",NA,"AZLE","76020-3654","US","TX","Y","31-AUG-02",NA,NA,"Not Reported","Tarrant"
"3444","TX2200003","CITY OF BEDFORD","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",46979,2,2,2,4,6,"State","SWP","Y","N","N",22770,"Y","GRIFFIN, JIM","GRIFFIN, JIM",NA,"817-952-2101",NA,NA,NA,"2000 FOREST RIDGE DR",NA,"BEDFORD","76021-5713","US","TX","N",NA,NA,NA,"Not Reported","Tarrant"
"3445","TX2200011","CITY OF FOREST HILL","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",13743,2,2,2,4,6,"State","SWP","Y","N","N",4581,"Y","JOUBERT, GERALD","JOUBERT, GERALD",NA,"817-568-3000",NA,NA,NA,"3219 E CALIFORNIA PKWY",NA,"FOREST HILL","76119-7101","US","TX","Y","31-AUG-02",NA,NA,"Not Reported","Tarrant"
"3446","TX2200012","CITY OF FORT WORTH","Y","TX","06",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",748450,2,3,4,5,10,"State","SW","Y","Y","N",527997,"Y","PRICE, BETSY","PRICE, BETSY","betsy.price@fortworthgov.org","817-392-6118",NA,"817-392-6187",NA,"1000 THROCKMORTON ST",NA,"FORT WORTH","76102-6312","US","TX","Y","31-AUG-02",NA,NA,"Not Reported","Tarrant"
